0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5
http://needsupply.com/mens/bottoms/pants/holiday-tweed-pants.html,General Assembly,Holiday Tweed Pants,120,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/h/o/holpants_holidaytweed4.jpg,Measurements taken from a size 32.,32,32,33,11,31,9,8,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",120,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/greatest-pants-3.html,Toddland,Greatest Pants In Dark Grey,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/6/16darkgrey_5_1.jpg,Measurements taken from a size 31.,31,31,33,11,32,9.5,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/greatest-pants-2.html,Toddland,Greatest Pants In Forest Green,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/6/16forestgreen_5.jpg,Measurements taken from a size 31.,31,31,33,11,32,9.5,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/greatest-pants-1.html,Toddland,Greatest Pants In Rust,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/6/16_greatestpants_5_1.jpg,Measurements taken from a size 31.,31,31,33,11,32,9.5,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/chino-pant-4.html,Wings + Horns,Chino Pant In Navy,195,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/w/i/wi-5036-navy_4.jpg,Measurements taken from a size 31.,31,31,32,9,32,8,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",195,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/chino-pant-3.html,Wings + Horns,Chino Pant In Olive,195,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/w/i/wi-5036-olive_5_1.jpg,Measurements taken from a size 31.,31,31,32,9,32,8,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",195,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/original-pants-2.html,General Assembly,Original Pants In Navy,84,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/o/r/originalpanavy_originalpantsnavy5.jpg,Measurements taken from a size 32.  Dimensions may very with size.,32,32,33,10,31,9,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",84,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/slim-chino.html,Cheap Monday,Slim Chino,65,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/0/200447_slimchinogr_4.jpg,Measurements taken from a size 31x34. Dimensions will vary with size.,31,34,31,9.5,34,8,7,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/new-chino-army.html,A.P.C.,New Chino In Army,235,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/h/0/h08019_newchinoarmy_6.jpg,Measurements taken from a size medium.,32,32,33,10.5,33,9,7,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",235,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/velours-cotele-new-standa.html,A.P.C.,Velours Cotele New Standard,210,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/m/0/m09001_velourscotele_7.jpg,Measurements taken from size 31,31,31,31,10,33.5,8.25,7.75,11,12,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",210,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/cicilian-service-chino.html,Garbstore,Civilian Service Chino,175,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/g/a/garbstore_civilianservicechino_5_1.jpg,Measurements taken from a size 32.,32,32,33,11,33,8.5,7.75,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",175,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/enlisted-penny-pant-1.html,Penny Stock,Enlisted Penny Pant,78,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/p/5/p572_enlistedpenny_5_1.jpg,Measurements taken from a size 32.,32,32,33,10,33,8,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",78,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/cotton-heavy-weight-moles.html,CREEP,Cotton Heavyweight Moleskin Trouser,145,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/a/ca7009_cottonheavy_6.jpg,Measurements taken from a size 32.,32,32,33,9.5,,9,8,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",145,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/jones-indigo-canvas-raw-1.html,Raleigh Denim,Need XV Jones Trouser,185,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/11f-nstrt_jonesindigo_5_1.jpg,"Measurements taken from a 31, dimension may vary with size.",31,31,32,10,36,7.5,7.5,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",185,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/romero-pant-ii.html,RVCA,Romero Pant II,69,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/10310033rb_romero_5.jpg,"Measured on a size 33, dimensions may vary with size.",33,33,34,11.5,32,8.5,8.25,12.25,14.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",69,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/worker-chino.html,Fresh Jive,Worker Chino,85,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/1121314_workerchino_5.jpg,Measurements taken from a size 32.,32,32,33,10.5,30,9.5,7.25,12.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",85,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/original-pants-1.html,General Assembly,Original Pants In Khaki,84,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/o/r/originalpa_originalpants_8.jpg,Measurements taken from a size 32.  Dimensions may very with size.,32,32,33,10,31,9,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",84,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/buzzcock-slim-twill.html,Insight,Buzzcock Slim Twill,82,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/1/215304b_buzzcockslim_5.jpg,Measured on a 31.  Dimensions may vary slightly with size.,31,31,32,9.5,33,8,7,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",82,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/aros-heavy-chino.html,Norse Projects,Aros Heavy Chino,170,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/n/2/n25-0015_arosheavychin_4.jpg,Measurements taken from a size 31.,31,31,33,10.5,32,8.5,7,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",170,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/chino-pant-2.html,Wings + Horns,Chino Pant In Khaki,195,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/w/i/wi-5036_5.jpg,Measurements taken from a size 31.,31,31,32,9,32,8,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",195,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/working-man-pant.html,Obey,Working Man Pant,88,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/o/p/op1307_workingmanpant5.jpg,Measurements taken from a size 32.,32,32,32,10,32,8.5,7.5,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",88,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/slim-chino-in-dark-brown.html,Cheap Monday,Slim Chino In Dark Brown,65,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/0/200439_slimchinodark5.jpg,Measurements taken from a size 31-34. Dimensions will vary with size.,31,34,31,9.5,33,7.5,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/marina-chino.html,Fresh Jive,Marina Chino,85,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/1112304_marinachino_1.jpg,"
Measurements taken from a size 32.  Dimensions may vary with size.",32,32,32,11,31,8,7,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",85,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/tribes-muscle-pant.html,Warriors of Radness,Tribes Muscle Pant,145,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/1/2121354_tribesmuscleup_1.jpg,Measurements taken from a size medium.,32,32,32,10.75,,8,5.5,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",145,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/slim-fit-chino-4.html,Life After Denim,Slim Fit Chino In Khaki,84,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/a/i/aie00200_slimkhaki_1.jpg,Measurements taken from a size 32.  Dimensions will vary with size.,32,32,33,10.5,32.5,8,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",84,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/slim-chino-in-plum-grey.html,Cheap Monday,Slim Chino In Plum Grey,65,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/0/200504_slimchinoplum5.jpg,Measurements taken from a size 31-34. Dimensions will vary with size.,31,34,31,9.5,33,7.5,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/raul.html,COMUNE,Raul Pant In Grey,76,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/m/cmd10029tt_raul5.jpg,Measurements taken from a size 32-32.,32,32,33,9.5,32,7.5,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",76,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/new-chino-simple-court.html,A.P.C.,New Chino Simple Court,250,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/h/0/h02019_newchino_1.jpg,Measurements taken from a size small.,31,30,32,10,28,8.5,7.5,11,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",250,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/greatest-pants.html,Toddland,Greatest Pants In Khaki,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/6/16_greatestpants_7.jpg,Measurements taken from a size 31.,31,31,33,11,32,9.5,8,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/romero-stretch-twill-ii-1.html,RVCA,Romero Stretch Twill II Fall In Slate Grey,65,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/r/v/rvca_romerofallii_1.jpg,"Measured on a size 30, dimensions may vary with size.",30,30,30,10,32,8,8,9.5,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/511-skinny-cord-1.html,Levi's,511 Skinny Cord In Khaki,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/0/4/045110432_511skinny1.2_2.jpg,Measurements taken from a 32-32.,32,32,32,10.5,32,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/511-skinny-cord.html,Levi's,511 Skinny Cord In Pewter,58,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/0/4/045110432_511skinny1_2.jpg,Measurements taken from a 32-32.,32,32,32,10.5,32,8,7.5,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",58,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/standard-issue-canvas.html,Apolis,Standard Issue Canvas Chino,178,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/4/b/4bosicc1_standardchinoecru3.jpg,Measurements taken from a 31.,31,31,31.5,10,34.5,9,7.5,12,12,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",178,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/slim-fit-chino-in-summer-weight-in-grey.html,Life After Denim,Slim Fit Chino In Summer Weight In Light Grey,78,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/a/1/a1a110201_ltweightslim7_1.jpg,Measurements taken from a size 32.  Dimensions will vary with size.,32,32,32,11,,17,16,,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",78,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/bottoms/pants/weekender-pant.html,RVCA,Weekender Pant In Grey,49,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1030019grey_weekendergreypant5.jpg,"Measured on a size 31, dimensions may vary with size.",31,31,62,11,31,8,7.5,10.5,15,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",49,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/daggers-denim.html,RVCA,Daggers Denim,69,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/m/t/mt3107dd_daggersdenim_7.jpg,Measurements taken from a 32. ,32,32,32,11,32,8.25,,11.5,14,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",69,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/snug-in-glacier.html,Cheap Monday,Snug In Glacier,65,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/2/0/200363_snuglglacierdry4.jpg,"
Measurements taken from a size 33.",33,33,33,9.5,33,7.5,7,11,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",65,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/braydon-black.html,COMUNE,Braydon In Black,72,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/c/m/cmd10000mr_braydonblack3.jpg,Measurements taken from size medium,32,32,33,10.5,33,7.5,7,10.5,14.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",72,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/keats-patchpocket.html,Raleigh Denim,Keats Patchpocket,285,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/1/11h-ktriwt_keatspatchwork_5.jpg,Measurements taken from size 31,31,31,32,10.5,35.5,8.5,7.75,11.25,14.75,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",285,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/black-stanton.html,Rogue Territory,Black Stanton,190,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/b/l/blkstjp001_stantonblack4.jpg,Measurements taken from a size 31.,31,31,32,10,36,7.5,7.5,11.5,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",190,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/straight-selvedge-rinsed.html,Wings + Horns,Straight Selvedge Rinsed,264,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/w/i/wi-5511-01_straightselvedge_5.jpg,Measurements taken from size 31,31,31,31,10,,8,7.25,11.25,13,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",264,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/straight-selvedge-in-raw.html,Wings + Horns,Straight Selvedge In Raw,196,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/w/i/wi-5511-00straightselvedge_5.jpg,Measurements taken from size 31,31,31,31,10.25,,8,7.5,11.25,13.25,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",196,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/slim-fit-selvedge-in-raw.html,Wings + Horns,Slim Fit Selvedge In Raw,196,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/w/i/wi-5510-00_slimfitselvedged_4.jpg,Measurements taken from size 31,31,31,31,10,,7.75,6.75,11,13.5,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",196,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
http://needsupply.com/mens/denim/the-reed-new-hampshire.html,Baldwin Denim,The Reed New Hampshire,231,http://needsupply.com/media/catalog/product/cache/1/small_image/215x269/9df78eab33525d08d6e5fb8d27136e95/1/0/1002nh_thereednew4.jpg,Measurements taken from a size 31.,31,31,32,10,34.5,8.5,7.5,12,,,,,,Need Supply Co.,Free shipping,Returns - $6.95 flat fee; Item comes with prepaid return label,"Richmond, VA",231,http://needsupply.com/,"Need Supply Co. is a botique clothing store in Richmond, Virginia. "
